"#name Monster","#unique id","","","","","","","","","","","","","","","","","","","","","","","",""
"id","name","identity","scale","level","type","attribute","maxHurt","refreshTime","huntingRange","chaseRange","outOfRange","revitalize","produce","randomProduce","skills","superArmor","fighting"
"7001063","日常忘川-普通犀牛怪","7000015","85","32","1","202#2772|203#248|217#250|211#2550|243#2040|209#2550|210#2040","0","-1","800","800","1500","","","","4001015#1","","3807"
"7001070","日常忘川-普通夜叉","7000502","100","32","3","202#221760|203#620|217#250|211#2550|243#2040|209#2550|210#2040","0","-1","800","800","1500","","","","4001507#1|4001508#1","","49179"
"7001071","日常忘川-稀有蛇妖","7000009","75","37","1","202#3050|203#272|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","","4001009#1","","4131"
"7001072","日常忘川-稀有蛙妖","7000010","85","37","1","202#3050|203#272|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","","4001010#1","","4131"
"7001073","日常忘川-稀有犀牛怪","7000015","85","37","1","202#3050|203#272|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","","4001015#1","","4131"
"7001080","日常忘川-稀有夜叉","7000502","100","37","3","202#274500|203#681|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","","4001507#1|4001508#1","","53544"
"7001081","日常幽冥-普通巡山妖","7000014","85","42","1","202#3988|203#358|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","","4001014#1","","4455"
"7001082","日常幽冥-普通狼兵","7000017","85","42","1","202#3988|203#358|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","","4001017#1","","4455"
"7001083","日常幽冥-普通狼妖","7000027","85","42","1","202#3988|203#358|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","","4001027#1","","4455"
"7001090","日常幽冥-普通狮精","7000505","100","42","3","202#398750|203#894|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","","4001516#1|4001517#1","","57618"
"7001091","日常幽冥-稀有巡山妖","7000014","85","47","1","202#4305|203#385|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","","4001014#1","","4779"
"7001092","日常幽冥-稀有狼兵","7000017","85","47","1","202#4305|203#385|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","","4001017#1","","4779"
"7001093","日常幽冥-稀有狼妖","7000027","85","47","1","202#4305|203#385|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","","4001027#1","","4779"
"7001100","日常幽冥-稀有狮精","7000505","100","47","3","202#473550|203#963|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","","4001516#1|4001517#1","","61692"
"7001101","日常死亡-普通幻魔","7000003","85","50","1","202#4691|203#425|217#250|211#3450|243#2760|209#3450|210#2760","0","-1","800","800","1500","","","","4001003#1","","5130"
"7001102","日常死亡-普通深狼弓","7000025","85","50","1","202#4691|203#425|217#250|211#3450|243#2760|209#3450|210#2760","0","-1","800","800","1500","","","","4001025#1","","5130"
"7001103","日常死亡-普通幻魔卫","7000004","85","50","1","202#4691|203#425|217#250|211#3450|243#2760|209#3450|210#2760","0","-1","800","800","1500","","","","4001004#1","","5130"
"7001110","日常死亡-普通鬼将","7000506","100","50","3","202#562920|203#1062|217#250|211#3450|243#2760|209#3450|210#2760","0","-1","800","800","1500","","","","4001519#1|4001520#1","","66348"
"7001111","日常死亡-稀有幻魔","7000003","85","55","1","202#5429|203#479|217#250|211#3700|243#2960|209#3700|210#2960","0","-1","800","800","1500","","","","4001003#1","","5373"
"7001112","日常死亡-稀有深狼弓","7000025","85","55","1","202#5429|203#479|217#250|211#3700|243#2960|209#3700|210#2960","0","-1","800","800","1500","","","","4001025#1","","5373"
"7001113","日常死亡-稀有幻魔卫","7000004","85","55","1","202#5429|203#479|217#250|211#3700|243#2960|209#3700|210#2960","0","-1","800","800","1500","","","","4001004#1","","5373"
"7001120","日常死亡-稀有鬼将","7000506","100","55","3","202#705770|203#1198|217#250|211#3700|243#2960|209#3700|210#2960","0","-1","800","800","1500","","","","4001519#1|4001520#1","","69549"
"7001181","世界紫竹-普通野猪","7000006","90","1","1","202#155|203#2|217#250|211#800|243#800|209#800|210#800","0","-1","800","800","1500","","1#1","","4001006#1","","1296"
"7001182","世界紫竹-普通竹子怪","7000013","85","1","1","202#155|203#2|217#250|211#800|243#800|209#800|210#800","0","-1","800","800","1500","","1#1","","4001013#1","","1296"
"7001183","世界紫竹-普通狼弓手（废）","7000016","85","1","1","202#155|203#3|217#250|211#800|243#800|209#800|210#800","0","-1","800","800","1500","","","","4001016#1","","1296"
"7001188","援助-帝释天","1040005","85","2","2","202#100000000|203#200|217#250|211#840|243#840|209#10000|210#840","0","-1","800","800","1500","","","","4001991#1|4001992#1","","1296"
"7001189","援助-帝释天","1040005","85","2","2","202#100000000|203#200|217#250|211#840|243#840|209#10000|210#840","0","-1","800","800","1500","","","","4001990#1|4001992#1","","1296"
"7001190","貔貅","7000509","100","2","3","202#5900|203#10|217#250|211#840|243#840|209#840|210#840","0","-1","800","800","1500","","1#300","","4001528#1|4001529#1","","1746"
"7001201","世界荒芜-普通蛙妖","7000010","85","5","1","202#168|203#26|217#250|211#1200|243#960|209#1200|210#960","0","-1","800","800","1500","","","601001#601002","4001010#1","","1377"
"7001202","世界荒芜-普通虾兵","7000008","85","5","1","202#168|203#26|217#250|211#1200|243#960|209#1200|210#960","0","-1","800","800","1500","","","601001#601002","4001008#1","","1377"
"7001203","世界荒芜-普通鲤鱼精","7000011","85","5","1","202#168|203#26|217#250|211#1200|243#960|209#1200|210#960","0","-1","800","800","1500","","","601001#601002","4001011#1","","1377"
"7001210","世界荒芜-普通巡海蛟","7000503","100","5","3","202#8390|203#52|217#250|211#1200|243#960|209#1200|210#960","0","-1","800","800","1500","","","601201#601202#601203#601204","4001510#1|4001511#1","","2910"
"7001211","世界荒芜-稀有蛙妖","7000010","85","10","1","202#613|203#40|217#250|211#1450|243#1160|209#1450|210#1160","0","-1","800","800","1500","","","601101#601102","4001010#1","","1701"
"7001212","世界荒芜-稀有虾兵","7000008","85","10","1","202#613|203#40|217#250|211#1450|243#1160|209#1450|210#1160","0","-1","800","800","1500","","","601101#601102","4001008#1","","1701"
"7001213","世界荒芜-稀有鲤鱼精","7000011","85","10","1","202#613|203#40|217#250|211#1450|243#1160|209#1450|210#1160","0","-1","800","800","1500","","","601101#601102","4001011#1","","1701"
"7001220","世界荒芜-稀有巡海蛟","7000503","100","10","3","202#24520|203#80|217#250|211#1450|243#1160|209#1450|210#1160","0","-1","800","800","1500","","","601201#601202#601203#601204","4001510#1|4001511#1","","7566"
"7001221","世界枯木-普通仙人球","7000012","85","12","1","202#1052|203#69|217#250|211#1550|243#1240|209#1550|210#1240","0","-1","800","800","1500","","","602001#602002","4001012#1","","2187"
"7001222","世界枯木-普通竹子怪","7000013","85","12","1","202#1052|203#69|217#250|211#1550|243#1240|209#1550|210#1240","0","-1","800","800","1500","","","602001#602002","4001013#1","","2187"
"7001223","世界枯木-普通蛇妖","7000009","75","12","1","202#1052|203#69|217#250|211#1550|243#1240|209#1550|210#1240","0","-1","800","800","1500","","","602001#602002","4001009#1","","2187"
"7001230","世界枯木-普通树精","7000504","100","12","3","202#52600|203#137|217#250|211#1550|243#1240|209#1550|210#1240","0","-1","800","800","1500","","","602201#602202#602203#602204","4001513#1|4001514#1","","18624"
"7001231","世界枯木-稀有仙人球","7000012","85","18","1","202#1313|203#87|217#250|211#1850|243#1480|209#1850|210#1480","0","-1","800","800","1500","","","602101#602102","4001012#1","","2673"
"7001232","世界枯木-稀有竹子怪","7000013","85","18","1","202#1313|203#87|217#250|211#1850|243#1480|209#1850|210#1480","0","-1","800","800","1500","","","602101#602102","4001013#1","","2673"
"7001233","世界枯木-稀有蛇妖","7000009","75","18","1","202#1313|203#87|217#250|211#1850|243#1480|209#1850|210#1480","0","-1","800","800","1500","","","602101#602102","4001009#1","","2673"
"7001240","世界枯木-稀有树精","7000504","100","18","3","202#78780|203#173|217#250|211#1850|243#1480|209#1850|210#1480","0","-1","800","800","1500","","","602201#602202#602203#602204","4001513#1|4001514#1","","32883"
"7001241","世界忘川-普通蛇妖","7000009","75","22","1","202#1863|203#126|217#250|211#2050|243#1640|209#2050|210#1640","0","-1","800","800","1500","","","603001#603002","4001009#1","","2997"
"7001242","世界忘川-普通蛙妖","7000010","85","22","1","202#1863|203#126|217#250|211#2050|243#1640|209#2050|210#1640","0","-1","800","800","1500","","","603001#603002","4001010#1","","2997"
"7001243","世界忘川-普通犀牛怪","7000015","85","22","1","202#1863|203#126|217#250|211#2050|243#1640|209#2050|210#1640","0","-1","800","800","1500","","","603001#603002","4001015#1","","2997"
"7001250","世界忘川-普通夜叉","7000502","100","22","3","202#130410|203#251|217#250|211#2050|243#1640|209#2050|210#1640","0","-1","800","800","1500","","","603201#603202#603203#603204","4001507#1|4001508#1","","38703"
"7001251","世界忘川-稀有蛇妖","7000009","75","27","1","202#2116|203#143|217#250|211#2300|243#1840|209#2300|210#1840","0","-1","800","800","1500","","","603101#603102","4001009#1","","3321"
"7001252","世界忘川-稀有蛙妖","7000010","85","27","1","202#2116|203#143|217#250|211#2300|243#1840|209#2300|210#1840","0","-1","800","800","1500","","","603101#603102","4001010#1","","3321"
"7001253","世界忘川-稀有犀牛怪","7000015","85","27","1","202#2116|203#143|217#250|211#2300|243#1840|209#2300|210#1840","0","-1","800","800","1500","","","603101#603102","4001015#1","","3321"
"7001260","世界忘川-稀有夜叉","7000502","100","27","3","202#169240|203#286|217#250|211#2300|243#1840|209#2300|210#1840","0","-1","800","800","1500","","","603201#603202#603203#603204","4001507#1|4001508#1","","43068"
"7001261","世界幽冥-普通巡山妖","7000014","85","32","1","202#2772|203#186|217#250|211#2550|243#2040|209#2550|210#2040","0","-1","800","800","1500","","","604001#604002","4001014#1","","3807"
"7001262","世界幽冥-普通狼兵","7000017","85","32","1","202#2772|203#186|217#250|211#2550|243#2040|209#2550|210#2040","0","-1","800","800","1500","","","604001#604002","4001017#1","","3807"
"7001263","世界幽冥-普通狼妖","7000027","85","32","1","202#2772|203#186|217#250|211#2550|243#2040|209#2550|210#2040","0","-1","800","800","1500","","","604001#604002","4001015#1","","3807"
"7001270","世界幽冥-普通狮精","7000505","100","32","3","202#249480|203#372|217#250|211#2550|243#2040|209#2550|210#2040","0","-1","800","800","1500","","","604201#604202#604203#604204","4001516#1|4001517#1","","49179"
"7001271","世界幽冥-稀有巡山妖","7000014","85","37","1","202#3050|203#204|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","604101#604102","4001014#1","","4131"
"7001272","世界幽冥-稀有狼兵","7000017","85","37","1","202#3050|203#204|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","604101#604102","4001017#1","","4131"
"7001273","世界幽冥-稀有狼妖","7000027","85","37","1","202#3050|203#204|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","604101#604102","4001015#1","","4131"
"7001280","世界幽冥-稀有狮精","7000505","100","37","3","202#305000|203#409|217#250|211#2800|243#2240|209#2800|210#2240","0","-1","800","800","1500","","","604201#604202#604203#604204","4001516#1|4001517#1","","53544"
"7001281","世界死亡-普通幻魔","7000003","85","42","1","202#3988|203#268|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","605001#605002","4001003#1","","4455"
"7001282","世界死亡-普通深狼弓","7000025","85","42","1","202#3988|203#268|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","605001#605002","4001015#1","","4455"
"7001283","世界死亡-普通幻魔卫","7000004","85","42","1","202#3988|203#268|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","605001#605002","4001004#1","","4455"
"7001290","世界死亡-普通鬼将","7000506","100","42","3","202#438625|203#536|217#250|211#3050|243#2440|209#3050|210#2440","0","-1","800","800","1500","","","605201#605202#605203#605204","4001519#1|4001520#1","","57618"
"7001291","世界死亡-稀有幻魔","7000003","85","47","1","202#4305|203#289|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","605101#605102","4001003#1","","4860"
"7001292","世界死亡-稀有深狼弓","7000025","85","47","1","202#4305|203#289|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","605101#605102","4001015#1","","4860"
"7001293","世界死亡-稀有幻魔卫","7000004","85","47","1","202#4305|203#289|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","605101#605102","4001004#1","","4860"
"7001300","世界死亡-稀有鬼将","7000506","100","47","3","202#516600|203#578|217#250|211#3300|243#2640|209#3300|210#2640","0","-1","800","800","1500","","","605201#605202#605203#605204","4001519#1|4001520#1","","62856"
"7002001","铁小蓝","1010004","150","15","2","202#1419#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","1647"
"7002002","明月新","1010005","150","15","2","202#1561#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1647"
"7002003","铁小蓝","1010004","150","15","2","202#1703#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","1755"
"7002004","苏颖","1010003","150","15","2","202#1845#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4103101#1|4103201#1|4103301#1","","1755"
"7002005","明月新","1010005","150","15","2","202#1987#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1836"
"7002006","明月新","1010005","150","15","2","202#2129#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1836"
"7002007","明月新","1010005","150","15","2","202#2270#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","1944"
"7002008","苏颖","1010003","150","15","2","202#2412#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4103101#1|4103201#1|4103301#1","","1944"
"7002009","李大侠","1020001","150","15","2","202#2554#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4201101#1|4201201#1|4201301#1","","2052"
"7002010","雨师","1020004","150","15","2","202#2696#|203#65|217#250|211#1700|243#1360|209#1700|210#1360","0","-1","800","800","1500","","","","4204101#1|4204201#1|4204301#1","","2052"
"7002011","铁小蓝","1010004","150","20","2","202#4435#|203#92|217#250|211#1950|243#1560|209#1950|210#1560","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","2322"
"7002012","明月新","1010005","150","20","2","202#4657#|203#92|217#250|211#1950|243#1560|209#1950|210#1560","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","2322"
"7002013","铁小蓝","1010004","150","20","2","202#4879#|203#92|217#250|211#1950|243#1560|209#1950|210#1560","0","-1","800","800","1500","","","","4104101#1|4104201#1|4104301#1","","2619"
"7002014","苏颖","1010003","150","20","2","202#5100#|203#92|217#250|211#1950|243#1560|209#1950|210#1560","0","-1","800","800","1500","","","","4103101#1|4103201#1|4103301#1","","2619"
"7002015","明月新","1010005","150","20","2","202#5278#|203#92|217#250|211#1950|243#1560|209#1950|210#1560","0","-1","800","800","1500","","","","4105101#1|4105201#1|4105301#1","","2916"
