"#name Tower","#unique id","#index type layer","","","","",""
"id","type","layer","rewards","monster","refreshType","dailyRewards"
"2189","3","189","1#25|1020007#10","1#7006740|2#7006741|3#7006742|4#7006743|5#7006744|6#7010189|7#7010189|8#7010189|9#7010189|10#7010189","0",""
"2190","3","190","1#50|2#50|1030017#30","1#7006745|2#7006746|3#7006747|4#7006748|5#7006749|6#7010190|7#7010190|8#7010190|9#7010190|10#7010190","0",""
"2191","3","191","1#25","1#7006750|2#7006751|3#7006752|4#7006753|5#7006754|6#7010191|7#7010191|8#7010191|9#7010191|10#7010191","0",""
"2192","3","192","1#25|1020007#10","1#7006755|2#7006756|3#7006757|4#7006758|5#7006759|6#7010192|7#7010192|8#7010192|9#7010192|10#7010192","0",""
"2193","3","193","1#25","1#7006760|2#7006761|3#7006762|4#7006763|5#7006764|6#7010193|7#7010193|8#7010193|9#7010193|10#7010193","0",""
"2194","3","194","1#25|1020007#10","1#7006765|2#7006766|3#7006767|4#7006768|5#7006769|6#7010194|7#7010194|8#7010194|9#7010194|10#7010194","0",""
"2195","3","195","1#50|2#50|1030017#30","1#7006770|2#7006771|3#7006772|4#7006773|5#7006774|6#7010195|7#7010195|8#7010195|9#7010195|10#7010195","0",""
"2196","3","196","1#25","1#7006775|2#7006776|3#7006777|4#7006778|5#7006779|6#7010196|7#7010196|8#7010196|9#7010196|10#7010196","0",""
"2197","3","197","1#25|1020007#10","1#7006780|2#7006781|3#7006782|4#7006783|5#7006784|6#7010197|7#7010197|8#7010197|9#7010197|10#7010197","0",""
"2198","3","198","1#25","1#7006785|2#7006786|3#7006787|4#7006788|5#7006789|6#7010198|7#7010198|8#7010198|9#7010198|10#7010198","0",""
"2199","3","199","1#25|1020007#10","1#7006790|2#7006791|3#7006792|4#7006793|5#7006794|6#7010199|7#7010199|8#7010199|9#7010199|10#7010199","0",""
"2200","3","200","1#50|2#50|1030017#30","1#7006795|2#7006796|3#7006797|4#7006798|5#7006799|6#7010200|7#7010200|8#7010200|9#7010200|10#7010200","0",""
"2201","3","201","1#25","1#7006800|2#7006801|3#7006802|4#7006803|5#7006804|6#7010201|7#7010201|8#7010201|9#7010201|10#7010201","0",""
"2202","3","202","1#25|1020007#10","1#7006805|2#7006806|3#7006807|4#7006808|5#7006809|6#7010202|7#7010202|8#7010202|9#7010202|10#7010202","0",""
"2203","3","203","1#25","1#7006810|2#7006811|3#7006812|4#7006813|5#7006814|6#7010203|7#7010203|8#7010203|9#7010203|10#7010203","0",""
"2204","3","204","1#25|1020007#10","1#7006815|2#7006816|3#7006817|4#7006818|5#7006819|6#7010204|7#7010204|8#7010204|9#7010204|10#7010204","0",""
"2205","3","205","1#50|2#50|1030017#30","1#7006820|2#7006821|3#7006822|4#7006823|5#7006824|6#7010205|7#7010205|8#7010205|9#7010205|10#7010205","0",""
"2206","3","206","1#25","1#7006825|2#7006826|3#7006827|4#7006828|5#7006829|6#7010206|7#7010206|8#7010206|9#7010206|10#7010206","0",""
"2207","3","207","1#25|1020007#10","1#7006830|2#7006831|3#7006832|4#7006833|5#7006834|6#7010207|7#7010207|8#7010207|9#7010207|10#7010207","0",""
"2208","3","208","1#25","1#7006835|2#7006836|3#7006837|4#7006838|5#7006839|6#7010208|7#7010208|8#7010208|9#7010208|10#7010208","0",""
"2209","3","209","1#25|1020007#10","1#7006840|2#7006841|3#7006842|4#7006843|5#7006844|6#7010209|7#7010209|8#7010209|9#7010209|10#7010209","0",""
"2210","3","210","1#50|2#50|1030017#30","1#7006845|2#7006846|3#7006847|4#7006848|5#7006849|6#7010210|7#7010210|8#7010210|9#7010210|10#7010210","0",""
"2211","3","211","1#25","1#7006850|2#7006851|3#7006852|4#7006853|5#7006854|6#7010211|7#7010211|8#7010211|9#7010211|10#7010211","0",""
"2212","3","212","1#25|1020007#10","1#7006855|2#7006856|3#7006857|4#7006858|5#7006859|6#7010212|7#7010212|8#7010212|9#7010212|10#7010212","0",""
"2213","3","213","1#25","1#7006860|2#7006861|3#7006862|4#7006863|5#7006864|6#7010213|7#7010213|8#7010213|9#7010213|10#7010213","0",""
"2214","3","214","1#25|1020007#10","1#7006865|2#7006866|3#7006867|4#7006868|5#7006869|6#7010214|7#7010214|8#7010214|9#7010214|10#7010214","0",""
"2215","3","215","1#50|2#50|1030017#30","1#7006870|2#7006871|3#7006872|4#7006873|5#7006874|6#7010215|7#7010215|8#7010215|9#7010215|10#7010215","0",""
"2216","3","216","1#25","1#7006875|2#7006876|3#7006877|4#7006878|5#7006879|6#7010216|7#7010216|8#7010216|9#7010216|10#7010216","0",""
"2217","3","217","1#25|1020007#10","1#7006880|2#7006881|3#7006882|4#7006883|5#7006884|6#7010217|7#7010217|8#7010217|9#7010217|10#7010217","0",""
"2218","3","218","1#25","1#7006885|2#7006886|3#7006887|4#7006888|5#7006889|6#7010218|7#7010218|8#7010218|9#7010218|10#7010218","0",""
"2219","3","219","1#25|1020007#10","1#7006890|2#7006891|3#7006892|4#7006893|5#7006894|6#7010219|7#7010219|8#7010219|9#7010219|10#7010219","0",""
"2220","3","220","1#50|2#50|1030017#30","1#7006895|2#7006896|3#7006897|4#7006898|5#7006899|6#7010220|7#7010220|8#7010220|9#7010220|10#7010220","0",""
"2221","3","221","1#25","1#7006900|2#7006901|3#7006902|4#7006903|5#7006904|6#7010221|7#7010221|8#7010221|9#7010221|10#7010221","0",""
"2222","3","222","1#25|1020007#10","1#7006905|2#7006906|3#7006907|4#7006908|5#7006909|6#7010222|7#7010222|8#7010222|9#7010222|10#7010222","0",""
"2223","3","223","1#25","1#7006910|2#7006911|3#7006912|4#7006913|5#7006914|6#7010223|7#7010223|8#7010223|9#7010223|10#7010223","0",""
"2224","3","224","1#25|1020007#10","1#7006915|2#7006916|3#7006917|4#7006918|5#7006919|6#7010224|7#7010224|8#7010224|9#7010224|10#7010224","0",""
"2225","3","225","1#50|2#50|1030017#30","1#7006920|2#7006921|3#7006922|4#7006923|5#7006924|6#7010225|7#7010225|8#7010225|9#7010225|10#7010225","0",""
"2226","3","226","1#25","1#7006925|2#7006926|3#7006927|4#7006928|5#7006929|6#7010226|7#7010226|8#7010226|9#7010226|10#7010226","0",""
"2227","3","227","1#25|1020007#10","1#7006930|2#7006931|3#7006932|4#7006933|5#7006934|6#7010227|7#7010227|8#7010227|9#7010227|10#7010227","0",""
"2228","3","228","1#25","1#7006935|2#7006936|3#7006937|4#7006938|5#7006939|6#7010228|7#7010228|8#7010228|9#7010228|10#7010228","0",""
"2229","3","229","1#25|1020007#10","1#7006940|2#7006941|3#7006942|4#7006943|5#7006944|6#7010229|7#7010229|8#7010229|9#7010229|10#7010229","0",""
"2230","3","230","1#50|2#50|1030017#30","1#7006945|2#7006946|3#7006947|4#7006948|5#7006949|6#7010230|7#7010230|8#7010230|9#7010230|10#7010230","0",""
"2231","3","231","1#25","1#7006950|2#7006951|3#7006952|4#7006953|5#7006954|6#7010231|7#7010231|8#7010231|9#7010231|10#7010231","0",""
"2232","3","232","1#25|1020007#10","1#7006955|2#7006956|3#7006957|4#7006958|5#7006959|6#7010232|7#7010232|8#7010232|9#7010232|10#7010232","0",""
"2233","3","233","1#25","1#7006960|2#7006961|3#7006962|4#7006963|5#7006964|6#7010233|7#7010233|8#7010233|9#7010233|10#7010233","0",""
"2234","3","234","1#25|1020007#10","1#7006965|2#7006966|3#7006967|4#7006968|5#7006969|6#7010234|7#7010234|8#7010234|9#7010234|10#7010234","0",""
"2235","3","235","1#50|2#50|1030017#30","1#7006970|2#7006971|3#7006972|4#7006973|5#7006974|6#7010235|7#7010235|8#7010235|9#7010235|10#7010235","0",""
"2236","3","236","1#25","1#7006975|2#7006976|3#7006977|4#7006978|5#7006979|6#7010236|7#7010236|8#7010236|9#7010236|10#7010236","0",""
"2237","3","237","1#25|1020007#10","1#7006980|2#7006981|3#7006982|4#7006983|5#7006984|6#7010237|7#7010237|8#7010237|9#7010237|10#7010237","0",""
"2238","3","238","1#25","1#7006985|2#7006986|3#7006987|4#7006988|5#7006989|6#7010238|7#7010238|8#7010238|9#7010238|10#7010238","0",""
"2239","3","239","1#25|1020007#10","1#7006990|2#7006991|3#7006992|4#7006993|5#7006994|6#7010239|7#7010239|8#7010239|9#7010239|10#7010239","0",""
"2240","3","240","1#50|2#50|1030017#30","1#7006995|2#7006996|3#7006997|4#7006998|5#7006999|6#7010240|7#7010240|8#7010240|9#7010240|10#7010240","0",""
"2241","3","241","1#25","1#7007000|2#7007001|3#7007002|4#7007003|5#7007004|6#7010241|7#7010241|8#7010241|9#7010241|10#7010241","0",""
"2242","3","242","1#25|1020007#10","1#7007005|2#7007006|3#7007007|4#7007008|5#7007009|6#7010242|7#7010242|8#7010242|9#7010242|10#7010242","0",""
"2243","3","243","1#25","1#7007010|2#7007011|3#7007012|4#7007013|5#7007014|6#7010243|7#7010243|8#7010243|9#7010243|10#7010243","0",""
"2244","3","244","1#25|1020007#10","1#7007015|2#7007016|3#7007017|4#7007018|5#7007019|6#7010244|7#7010244|8#7010244|9#7010244|10#7010244","0",""
"2245","3","245","1#50|2#50|1030017#30","1#7007020|2#7007021|3#7007022|4#7007023|5#7007024|6#7010245|7#7010245|8#7010245|9#7010245|10#7010245","0",""
"2246","3","246","1#25","1#7007025|2#7007026|3#7007027|4#7007028|5#7007029|6#7010246|7#7010246|8#7010246|9#7010246|10#7010246","0",""
"2247","3","247","1#25|1020007#10","1#7007030|2#7007031|3#7007032|4#7007033|5#7007034|6#7010247|7#7010247|8#7010247|9#7010247|10#7010247","0",""
"2248","3","248","1#25","1#7007035|2#7007036|3#7007037|4#7007038|5#7007039|6#7010248|7#7010248|8#7010248|9#7010248|10#7010248","0",""
"2249","3","249","1#25|1020007#10","1#7007040|2#7007041|3#7007042|4#7007043|5#7007044|6#7010249|7#7010249|8#7010249|9#7010249|10#7010249","0",""
"2250","3","250","1#50|2#50|1030017#30","1#7007045|2#7007046|3#7007047|4#7007048|5#7007049|6#7010250|7#7010250|8#7010250|9#7010250|10#7010250","0",""
"2251","3","251","1#25","1#7007050|2#7007051|3#7007052|4#7007053|5#7007054|6#7010251|7#7010251|8#7010251|9#7010251|10#7010251","0",""
"2252","3","252","1#25|1020007#10","1#7007055|2#7007056|3#7007057|4#7007058|5#7007059|6#7010252|7#7010252|8#7010252|9#7010252|10#7010252","0",""
"2253","3","253","1#25","1#7007060|2#7007061|3#7007062|4#7007063|5#7007064|6#7010253|7#7010253|8#7010253|9#7010253|10#7010253","0",""
"2254","3","254","1#25|1020007#10","1#7007065|2#7007066|3#7007067|4#7007068|5#7007069|6#7010254|7#7010254|8#7010254|9#7010254|10#7010254","0",""
"2255","3","255","1#50|2#50|1030017#30","1#7007070|2#7007071|3#7007072|4#7007073|5#7007074|6#7010255|7#7010255|8#7010255|9#7010255|10#7010255","0",""
"2256","3","256","1#25","1#7007075|2#7007076|3#7007077|4#7007078|5#7007079|6#7010256|7#7010256|8#7010256|9#7010256|10#7010256","0",""
"2257","3","257","1#25|1020007#10","1#7007080|2#7007081|3#7007082|4#7007083|5#7007084|6#7010257|7#7010257|8#7010257|9#7010257|10#7010257","0",""
"2258","3","258","1#25","1#7007085|2#7007086|3#7007087|4#7007088|5#7007089|6#7010258|7#7010258|8#7010258|9#7010258|10#7010258","0",""
"2259","3","259","1#25|1020007#10","1#7007090|2#7007091|3#7007092|4#7007093|5#7007094|6#7010259|7#7010259|8#7010259|9#7010259|10#7010259","0",""
"2260","3","260","1#50|2#50|1030017#30","1#7007095|2#7007096|3#7007097|4#7007098|5#7007099|6#7010260|7#7010260|8#7010260|9#7010260|10#7010260","0",""
"2261","3","261","1#25","1#7007100|2#7007101|3#7007102|4#7007103|5#7007104|6#7010261|7#7010261|8#7010261|9#7010261|10#7010261","0",""
"2262","3","262","1#25|1020007#10","1#7007105|2#7007106|3#7007107|4#7007108|5#7007109|6#7010262|7#7010262|8#7010262|9#7010262|10#7010262","0",""
"2263","3","263","1#25","1#7007110|2#7007111|3#7007112|4#7007113|5#7007114|6#7010263|7#7010263|8#7010263|9#7010263|10#7010263","0",""
"2264","3","264","1#25|1020007#10","1#7007115|2#7007116|3#7007117|4#7007118|5#7007119|6#7010264|7#7010264|8#7010264|9#7010264|10#7010264","0",""
"2265","3","265","1#50|2#50|1030017#30","1#7007120|2#7007121|3#7007122|4#7007123|5#7007124|6#7010265|7#7010265|8#7010265|9#7010265|10#7010265","0",""
"2266","3","266","1#25","1#7007125|2#7007126|3#7007127|4#7007128|5#7007129|6#7010266|7#7010266|8#7010266|9#7010266|10#7010266","0",""
"2267","3","267","1#25|1020007#10","1#7007130|2#7007131|3#7007132|4#7007133|5#7007134|6#7010267|7#7010267|8#7010267|9#7010267|10#7010267","0",""
"2268","3","268","1#25","1#7007135|2#7007136|3#7007137|4#7007138|5#7007139|6#7010268|7#7010268|8#7010268|9#7010268|10#7010268","0",""
"2269","3","269","1#25|1020007#10","1#7007140|2#7007141|3#7007142|4#7007143|5#7007144|6#7010269|7#7010269|8#7010269|9#7010269|10#7010269","0",""
"2270","3","270","1#50|2#50|1030017#30","1#7007145|2#7007146|3#7007147|4#7007148|5#7007149|6#7010270|7#7010270|8#7010270|9#7010270|10#7010270","0",""
"2271","3","271","1#25","1#7007150|2#7007151|3#7007152|4#7007153|5#7007154|6#7010271|7#7010271|8#7010271|9#7010271|10#7010271","0",""
"2272","3","272","1#25|1020007#10","1#7007155|2#7007156|3#7007157|4#7007158|5#7007159|6#7010272|7#7010272|8#7010272|9#7010272|10#7010272","0",""
"2273","3","273","1#25","1#7007160|2#7007161|3#7007162|4#7007163|5#7007164|6#7010273|7#7010273|8#7010273|9#7010273|10#7010273","0",""
"2274","3","274","1#25|1020007#10","1#7007165|2#7007166|3#7007167|4#7007168|5#7007169|6#7010274|7#7010274|8#7010274|9#7010274|10#7010274","0",""
"2275","3","275","1#50|2#50|1030017#30","1#7007170|2#7007171|3#7007172|4#7007173|5#7007174|6#7010275|7#7010275|8#7010275|9#7010275|10#7010275","0",""
"2276","3","276","1#25","1#7007175|2#7007176|3#7007177|4#7007178|5#7007179|6#7010276|7#7010276|8#7010276|9#7010276|10#7010276","0",""
"2277","3","277","1#25|1020007#10","1#7007180|2#7007181|3#7007182|4#7007183|5#7007184|6#7010277|7#7010277|8#7010277|9#7010277|10#7010277","0",""
"2278","3","278","1#25","1#7007185|2#7007186|3#7007187|4#7007188|5#7007189|6#7010278|7#7010278|8#7010278|9#7010278|10#7010278","0",""
"2279","3","279","1#25|1020007#10","1#7007190|2#7007191|3#7007192|4#7007193|5#7007194|6#7010279|7#7010279|8#7010279|9#7010279|10#7010279","0",""
"2280","3","280","1#50|2#50|1030017#30","1#7007195|2#7007196|3#7007197|4#7007198|5#7007199|6#7010280|7#7010280|8#7010280|9#7010280|10#7010280","0",""
"2281","3","281","1#25","1#7007200|2#7007201|3#7007202|4#7007203|5#7007204|6#7010281|7#7010281|8#7010281|9#7010281|10#7010281","0",""
"2282","3","282","1#25|1020007#10","1#7007205|2#7007206|3#7007207|4#7007208|5#7007209|6#7010282|7#7010282|8#7010282|9#7010282|10#7010282","0",""
"2283","3","283","1#25","1#7007210|2#7007211|3#7007212|4#7007213|5#7007214|6#7010283|7#7010283|8#7010283|9#7010283|10#7010283","0",""
"2284","3","284","1#25|1020007#10","1#7007215|2#7007216|3#7007217|4#7007218|5#7007219|6#7010284|7#7010284|8#7010284|9#7010284|10#7010284","0",""
"2285","3","285","1#50|2#50|1030017#30","1#7007220|2#7007221|3#7007222|4#7007223|5#7007224|6#7010285|7#7010285|8#7010285|9#7010285|10#7010285","0",""
"2286","3","286","1#25","1#7007225|2#7007226|3#7007227|4#7007228|5#7007229|6#7010286|7#7010286|8#7010286|9#7010286|10#7010286","0",""
"2287","3","287","1#25|1020007#10","1#7007230|2#7007231|3#7007232|4#7007233|5#7007234|6#7010287|7#7010287|8#7010287|9#7010287|10#7010287","0",""
"2288","3","288","1#25","1#7007235|2#7007236|3#7007237|4#7007238|5#7007239|6#7010288|7#7010288|8#7010288|9#7010288|10#7010288","0",""
"2289","3","289","1#25|1020007#10","1#7007240|2#7007241|3#7007242|4#7007243|5#7007244|6#7010289|7#7010289|8#7010289|9#7010289|10#7010289","0",""
"2290","3","290","1#50|2#50|1030017#30","1#7007245|2#7007246|3#7007247|4#7007248|5#7007249|6#7010290|7#7010290|8#7010290|9#7010290|10#7010290","0",""
"2291","3","291","1#25","1#7007250|2#7007251|3#7007252|4#7007253|5#7007254|6#7010291|7#7010291|8#7010291|9#7010291|10#7010291","0",""
"2292","3","292","1#25|1020007#10","1#7007255|2#7007256|3#7007257|4#7007258|5#7007259|6#7010292|7#7010292|8#7010292|9#7010292|10#7010292","0",""
"2293","3","293","1#25","1#7007260|2#7007261|3#7007262|4#7007263|5#7007264|6#7010293|7#7010293|8#7010293|9#7010293|10#7010293","0",""
"2294","3","294","1#25|1020007#10","1#7007265|2#7007266|3#7007267|4#7007268|5#7007269|6#7010294|7#7010294|8#7010294|9#7010294|10#7010294","0",""
"2295","3","295","1#50|2#50|1030017#30","1#7007270|2#7007271|3#7007272|4#7007273|5#7007274|6#7010295|7#7010295|8#7010295|9#7010295|10#7010295","0",""
"2296","3","296","1#25","1#7007275|2#7007276|3#7007277|4#7007278|5#7007279|6#7010296|7#7010296|8#7010296|9#7010296|10#7010296","0",""
"2297","3","297","1#25|1020007#10","1#7007280|2#7007281|3#7007282|4#7007283|5#7007284|6#7010297|7#7010297|8#7010297|9#7010297|10#7010297","0",""
"2298","3","298","1#25","1#7007285|2#7007286|3#7007287|4#7007288|5#7007289|6#7010298|7#7010298|8#7010298|9#7010298|10#7010298","0",""
"2299","3","299","1#25|1020007#10","1#7007290|2#7007291|3#7007292|4#7007293|5#7007294|6#7010299|7#7010299|8#7010299|9#7010299|10#7010299","0",""
"2300","3","300","1#50|2#50|1030017#30","1#7007295|2#7007296|3#7007297|4#7007298|5#7007299|6#7010300|7#7010300|8#7010300|9#7010300|10#7010300","0",""
"3001","4","1","1#25|1010003#10","1#7008001|2#7008002|6#7010001|7#7010001","0",""
"3002","4","2","1#25","1#7008003|2#7008004|6#7010002|7#7010002","0",""
"3003","4","3","1#25|1010003#10","1#7008005|2#7008006|6#7010003|7#7010003","0",""
"3004","4","4","1#25","1#7008007|2#7008008|6#7010004|7#7010004","0",""
"3005","4","5","1#50|2#50|1030012#30","1#7008009|2#7008010|6#7010005|7#7010005","0",""
"3006","4","6","1#25|1010003#10","1#7008011|2#7008012|6#7010006|7#7010006","0",""
"3007","4","7","1#25","1#7008013|2#7008014|6#7010007|7#7010007","0",""
"3008","4","8","1#25|1010003#10","1#7008015|2#7008016|6#7010008|7#7010008","0",""
"3009","4","9","1#25","1#7008017|2#7008018|6#7010009|7#7010009","0",""
"3010","4","10","1#50|2#50|1030012#30","1#7008019|2#7008020|6#7010010|7#7010010","0",""
"3011","4","11","1#25|1010003#10","1#7008021|2#7008022|6#7010011|7#7010011","0",""
"3012","4","12","1#25","1#7008023|2#7008024|6#7010012|7#7010012","0",""
"3013","4","13","1#25|1010003#10","1#7008025|2#7008026|6#7010013|7#7010013","0",""
"3014","4","14","1#25","1#7008027|2#7008028|6#7010014|7#7010014","0",""
"3015","4","15","1#50|2#50|1030012#30","1#7008029|2#7008030|6#7010015|7#7010015","0",""
"3016","4","16","1#25|1010003#10","1#7008031|2#7008032|6#7010016|7#7010016","0",""
"3017","4","17","1#25","1#7008033|2#7008034|6#7010017|7#7010017","0",""
"3018","4","18","1#25|1010003#10","1#7008035|2#7008036|6#7010018|7#7010018","0",""
"3019","4","19","1#25","1#7008037|2#7008038|6#7010019|7#7010019","0",""
"3020","4","20","1#50|2#50|1030012#30","1#7008039|2#7008040|6#7010020|7#7010020","0",""
"3021","4","21","1#25|1010003#10","1#7008041|2#7008042|6#7010021|7#7010021","0",""
"3022","4","22","1#25","1#7008043|2#7008044|6#7010022|7#7010022|8#7010022","0",""
"3023","4","23","1#25|1010003#10","1#7008045|2#7008046|6#7010023|7#7010023|8#7010023","0",""
"3024","4","24","1#25","1#7008047|2#7008048|6#7010024|7#7010024|8#7010024","0",""
"3025","4","25","1#50|2#50|1030012#30","1#7008049|2#7008050|6#7010025|7#7010025|8#7010025","0",""
"3026","4","26","1#25|1010003#10","1#7008051|2#7008052|6#7010026|7#7010026|8#7010026","0",""
"3027","4","27","1#25","1#7008053|2#7008054|3#7008055|4#7010027|5#7010027|6#7010027","0",""
"3028","4","28","1#25|1010003#10","1#7008056|2#7008057|3#7008058|4#7010028|5#7010028|6#7010028","0",""
"3029","4","29","1#25","1#7008059|2#7008060|3#7008061|4#7010029|5#7010029|6#7010029","0",""
"3030","4","30","1#50|2#50|1030012#30","1#7008062|2#7008063|3#7008064|4#7010030|5#7010030|6#7010030","0",""
"3031","4","31","1#25|1010003#10","1#7008065|2#7008066|3#7008067|4#7010031|5#7010031|6#7010031","0",""
"3032","4","32","1#25","1#7008068|2#7008069|3#7008070|4#7010032|5#7010032|6#7010032","0",""
"3033","4","33","1#25|1010003#10","1#7008071|2#7008072|3#7008073|4#7010033|5#7010033|6#7010033","0",""
"3034","4","34","1#25","1#7008074|2#7008075|3#7008076|4#7010034|5#7010034|6#7010034","0",""
"3035","4","35","1#50|2#50|1030012#30","1#7008077|2#7008078|3#7008079|4#7010035|5#7010035|6#7010035","0",""
"3036","4","36","1#25|1010003#10","1#7008080|2#7008081|3#7008082|4#7010036|5#7010036|6#7010036","0",""
"3037","4","37","1#25","1#7008083|2#7008084|3#7008085|4#7010037|5#7010037|6#7010037","0",""
"3038","4","38","1#25|1010003#10","1#7008086|2#7008087|3#7008088|4#7010038|5#7010038|6#7010038","0",""
"3039","4","39","1#25","1#7008089|2#7008090|3#7008091|4#7010039|5#7010039|6#7010039","0",""
"3040","4","40","1#50|2#50|1030012#30","1#7008092|2#7008093|3#7008094|4#7010040|5#7010040|6#7010040","0",""
"3041","4","41","1#25|1010003#10","1#7008095|2#7008096|3#7008097|4#7010041|5#7010041|6#7010041|7#7010041","0",""
"3042","4","42","1#25","1#7008098|2#7008099|3#7008100|4#7010042|5#7010042|6#7010042|7#7010042","0",""
"3043","4","43","1#25|1010003#10","1#7008101|2#7008102|3#7008103|4#7010043|5#7010043|6#7010043|7#7010043","0",""
"3044","4","44","1#25","1#7008104|2#7008105|3#7008106|4#7010044|5#7010044|6#7010044|7#7010044","0",""
"3045","4","45","1#50|2#50|1030012#30","1#7008107|2#7008108|3#7008109|4#7010045|5#7010045|6#7010045|7#7010045","0",""
"3046","4","46","1#25|1010003#10","1#7008110|2#7008111|3#7008112|4#7010046|5#7010046|6#7010046|7#7010046","0",""
"3047","4","47","1#25","1#7008113|2#7008114|3#7008115|4#7010047|5#7010047|6#7010047|7#7010047","0",""
"3048","4","48","1#25|1010003#10","1#7008116|2#7008117|3#7008118|4#7010048|5#7010048|6#7010048|7#7010048","0",""
"3049","4","49","1#25","1#7008119|2#7008120|3#7008121|4#7010049|5#7010049|6#7010049|7#7010049","0",""
"3050","4","50","1#50|2#50|1030012#30","1#7008122|2#7008123|3#7008124|4#7010050|5#7010050|6#7010050|7#7010050","0",""
"3051","4","51","1#25|1010003#10","1#7008125|2#7008126|3#7008127|4#7010051|5#7010051|6#7010051|7#7010051","0",""
"3052","4","52","1#25","1#7008128|2#7008129|3#7008130|4#7010052|5#7010052|6#7010052|7#7010052","0",""
"3053","4","53","1#25|1010003#10","1#7008131|2#7008132|3#7008133|4#7010053|5#7010053|6#7010053|7#7010053","0",""
"3054","4","54","1#25","1#7008134|2#7008135|3#7008136|4#7010054|5#7010054|6#7010054|7#7010054","0",""
"3055","4","55","1#50|2#50|1030012#30","1#7008137|2#7008138|3#7008139|4#7010055|5#7010055|6#7010055|7#7010055","0",""
"3056","4","56","1#25|1010003#10","1#7008140|2#7008141|3#7008142|4#7010056|5#7010056|6#7010056|7#7010056","0",""
"3057","4","57","1#25","1#7008143|2#7008144|3#7008145|4#7008146|6#7010057|7#7010057|8#7010057|9#7010057","0",""
"3058","4","58","1#25|1010003#10","1#7008147|2#7008148|3#7008149|4#7008150|6#7010058|7#7010058|8#7010058|9#7010058","0",""
"3059","4","59","1#25","1#7008151|2#7008152|3#7008153|4#7008154|6#7010059|7#7010059|8#7010059|9#7010059","0",""
"3060","4","60","1#50|2#50|1030012#30","1#7008155|2#7008156|3#7008157|4#7008158|6#7010060|7#7010060|8#7010060|9#7010060","0",""
"3061","4","61","1#25|1010003#10","1#7008159|2#7008160|3#7008161|4#7008162|6#7010061|7#7010061|8#7010061|9#7010061","0",""
"3062","4","62","1#25","1#7008163|2#7008164|3#7008165|4#7008166|6#7010062|7#7010062|8#7010062|9#7010062","0",""
"3063","4","63","1#25|1010003#10","1#7008167|2#7008168|3#7008169|4#7008170|6#7010063|7#7010063|8#7010063|9#7010063","0",""
"3064","4","64","1#25","1#7008171|2#7008172|3#7008173|4#7008174|6#7010064|7#7010064|8#7010064|9#7010064","0",""
"3065","4","65","1#50|2#50|1030012#30","1#7008175|2#7008176|3#7008177|4#7008178|6#7010065|7#7010065|8#7010065|9#7010065","0",""
"3066","4","66","1#25|1010003#10","1#7008179|2#7008180|3#7008181|4#7008182|6#7010066|7#7010066|8#7010066|9#7010066","0",""
"3067","4","67","1#25","1#7008183|2#7008184|3#7008185|4#7008186|6#7010067|7#7010067|8#7010067|9#7010067","0",""
"3068","4","68","1#25|1010003#10","1#7008187|2#7008188|3#7008189|4#7008190|6#7010068|7#7010068|8#7010068|9#7010068","0",""
"3069","4","69","1#25","1#7008191|2#7008192|3#7008193|4#7008194|6#7010069|7#7010069|8#7010069|9#7010069","0",""
"3070","4","70","1#50|2#50|1030012#30","1#7008195|2#7008196|3#7008197|4#7008198|6#7010070|7#7010070|8#7010070|9#7010070","0",""
"3071","4","71","1#25|1010003#10","1#7008199|2#7008200|3#7008201|4#7008202|6#7010071|7#7010071|8#7010071|9#7010071","0",""
"3072","4","72","1#25","1#7008203|2#7008204|3#7008205|4#7008206|6#7010072|7#7010072|8#7010072|9#7010072","0",""
"3073","4","73","1#25|1010003#10","1#7008207|2#7008208|3#7008209|4#7008210|6#7010073|7#7010073|8#7010073|9#7010073","0",""
"3074","4","74","1#25","1#7008211|2#7008212|3#7008213|4#7008214|6#7010074|7#7010074|8#7010074|9#7010074","0",""
"3075","4","75","1#50|2#50|1030012#30","1#7008215|2#7008216|3#7008217|4#7008218|6#7010075|7#7010075|8#7010075|9#7010075","0",""
"3076","4","76","1#25|1010003#10","1#7008219|2#7008220|3#7008221|4#7008222|6#7010076|7#7010076|8#7010076|9#7010076","0",""
"3077","4","77","1#25","1#7008223|2#7008224|3#7008225|4#7008226|6#7010077|7#7010077|8#7010077|9#7010077|10#7010077","0",""
"3078","4","78","1#25|1010003#10","1#7008227|2#7008228|3#7008229|4#7008230|6#7010078|7#7010078|8#7010078|9#7010078|10#7010078","0",""
"3079","4","79","1#25","1#7008231|2#7008232|3#7008233|4#7008234|6#7010079|7#7010079|8#7010079|9#7010079|10#7010079","0",""
"3080","4","80","1#50|2#50|1030012#30","1#7008235|2#7008236|3#7008237|4#7008238|6#7010080|7#7010080|8#7010080|9#7010080|10#7010080","0",""
"3081","4","81","1#25|1010003#10","1#7008239|2#7008240|3#7008241|4#7008242|6#7010081|7#7010081|8#7010081|9#7010081|10#7010081","0",""
"3082","4","82","1#25","1#7008243|2#7008244|3#7008245|4#7008246|6#7010082|7#7010082|8#7010082|9#7010082|10#7010082","0",""
"3083","4","83","1#25|1010003#10","1#7008247|2#7008248|3#7008249|4#7008250|6#7010083|7#7010083|8#7010083|9#7010083|10#7010083","0",""
"3084","4","84","1#25","1#7008251|2#7008252|3#7008253|4#7008254|6#7010084|7#7010084|8#7010084|9#7010084|10#7010084","0",""
